,description,points,price,variety,country,tag,variable
259,"This special Sauvignon Blanc is only being released in top vintages. The first was the 2010; the 2013 is the second vintage. Fermented in oak, it offers up complex aromas of pencil shavings and grapefruit, followed by hints of toast, cedar, red currants and gooseberries. It's a ripe, weighty style, but it carries those traits without a hitch, gliding seamlessly through a long, silky, mouthwatering finish.",94,75.0,Sauvignon Blanc,New Zealand,best reviews,country
260,"A layered and complex wine, the 2009 Fusion V is one remarkable selection that's delicious now, although it certainly shows the stuffing to age well for another three to five years, at least. Forward sweet-oak notes marry harmoniously with black-fruit aromas on the nose. The robust, dense palate offers ripe flavors of cassis, blackberry and plum, with accents of leather, tobacco and licorice that linger long into the finish. Chewy, gripping tannins provide a firm structure, framing the full fruit flavors.",94,50.0,Bordeaux-style Red Blend,South Africa,best reviews,country
261,"This plush, silky wine is a thrill ride from start to finish. Asphalt and black olive notes on the nose give it a rather rustic edge to start, but purer peppery notes emerge with air. And once past the funk, this shows layers of blueberry and mulberry fruit, maybe even a trace of apricot to go along with savory notes of olive and espresso that glide gracefully through the long, silky finish. Drink now–2025.",94,35.0,Syrah,New Zealand,best reviews,country
262,"On multiple passes this smells a touch earthy, but also reserved and rich. A dense, pure, silky palate is not rough in the least, while chocolaty, oaky flavors merge with berry and cassis and end in elegant notes of pepper, spice and herbs. This is more or less ready to go; drink through 2020.",94,100.0,Red Blend,Chile,best reviews,country
263,"This 100% varietal cuvée is smoky, supple and detailed. From the first sniff, what comes to mind is spice-rubbed grilled venison. In the glass it's fresh and full, with blackberry and loganberry jam. The freshness, tension and balance are pitch-perfect.",94,45.0,Syrah,Canada,best reviews,country
264,"Bold, dark and concentrated, this blend of 56% Cabernet Sauvignon, 15% Malbec, 10% Merlot, 10% Cabernet Franc and 9% Petit Verdot still shows some youthful restraint on the nose and palate, suggesting this is a wine best enjoyed after 2018 and through 2024. Seductive notes of toasted oak, cocoa nib, licorice and Thin Mint kiss the black-fruit core of boysenberry, blackberry and cherry. The mouthfeel is dense, with a firm structure and bold tannins that grip the long, spicy finish.",94,60.0,Bordeaux-style Red Blend,South Africa,best reviews,country
265,"Winemaker Larry McKenna now has 30 years of experience with Martinborough Pinot Noir, and its on full display in this blend assembled from various plots around the village. Aromas of flowers, tea and cola lead into flavors of blackberries, vanilla and spice, framed by ample tannins. Drink 2020–2030.",94,43.0,Pinot Noir,New Zealand,best reviews,country
266,"Inky red-violet to the eye, this wine has an intense nose of blackberry, toast and chocolate. Tannins are strong yet well matched by rich flavors of strawberry, raspberry, cranberry, smoke, orange zest and violet. It is full-figured on the palate, with a smooth yet zesty finish.",94,25.0,Cabernet Sauvignon,Israel,best reviews,country
267,"Smooth as silk and deeply concentrated, this outstanding icewine offers pressed apple, peach, pear, apricot and papaya fruit in a seamless, dense and immensely flavorful core. A streak of butter and honey carries it into a long, splendid finish.",94,60.0,Riesling,Canada,best reviews,country
268,"A blend of 28% Cabernet Franc, 23% Cabernet Sauvignon, 21% Malbec, 18% Petit Verdot and 10% Merlot, this is a big, bold and powerful wine, with superb balance and a firm, concentrated structure that promises great long-term aging. Dense aromas and flavors of blackberry, boysenberry, cherry and fig are layered with notes of cocoa powder, roasted espresso bean and cigar tobacco. Ripe, rich and lush, but not overdone, hints of charred oak and black pepper linger on the finish. Drink 2018–2025.",94,65.0,Bordeaux-style Red Blend,South Africa,best reviews,country
269,"Clos Apalta continues to push the envelope for Chilean icon wines. It's always been a blend of four or five Bordeaux grapes, and the 2005 is every bit as structured, tight and ripe as any predecessor. There is an intense blanket of new oak that tastes of mint, cinnamon, sawdust and black licorice. When that subsides (maybe in another 12 months), expect racy and complex berry flavors, pinpoint tannins and preserving acidity. Hold for another two years; then drink through 2014.",94,75.0,Red Blend,Chile,best reviews,country
270,"This dark, concentrated blend of five grapes opens with spicy aromas of coffee, black fruits and toasty oak. If the palate is a touch firm, airing or more time in bottle will soothe that. Tar, spice, olive, herbs and black-fruit flavors are deep and seamless, backed by licorice and chocolate on the finish. Drink through 2023.",94,40.0,Red Blend,Chile,best reviews,country
271,"This late harvest wine from Hungary is comprised of Furmint, Hárslevelu and Muscat. It has aromas of acacia flower and pear, with flavors of apricot, pear juice and dried rosemary. The finish is pleasantly sweet without being too cloying.",94,21.0,White Blend,Hungary,best reviews,country
272,"Portfolio is a full-on, five-grape, Bordeaux-style blend—half Merlot. Dark, dense and textural, it's loaded with blackberry and black cherry fruit, swathed in baking spices, cinnamon and mocha. The tannins are beautifully managed, and it should drink magnificently through the mid-2020s.",94,40.0,Bordeaux-style Red Blend,Canada,best reviews,country
273,"A full five years old but still with a long life ahead of it, this wine is in full blossom with notes of petrol, slate and white flowers. Harvested at 38.3 Brix and retaining 222 g/L of residual sugar, it's full of concentrated, rich apricot flavors that linger after each sip for close to a minute.",93,50.0,Riesling,Canada,best reviews,country
274,"Richly aromatic, with notes of orange marmalade, apricot, honey and crème fraîche. It's thick and creamy in feel while still displaying exceptional balance, length and intensity.",93,90.0,Riesling,Canada,best reviews,country
275,"This late harvest sweet wine leads with delicate lemon blossom, canned peach, ripe apricot and mandarin orange aromas. It delivers white peach and apricot flavors on the palate, which is velvety smooth, with a restrained level of acidity to offset the sweetness.",93,32.0,White Blend,Hungary,best reviews,country
276,"Violet-red in the glass, this wine has a nose of blackberries and gingerbread spice. It is well balanced, with equal amounts of velvety tannins and refreshing brightness cavorting on the palate. Pronounced flavors of blackberry, aniseed, smoke, flint and thyme are accentuated by notes of mint tea.",93,33.0,Cabernet Sauvignon,Israel,best reviews,country
277,"A co-fermented blend of 97% Syrah and 3% Viognier, this wine has a bouquet of black cherry, chocolate covered espresso bean and rose petal. It is a nicely crafted wine that offers flavors of blackberry, cranberry, sambuca and sage. Velvety tannins persist through a long lasting finish that is punctuated by bursts of fresh fruit.",93,56.0,Red Blend,Israel,best reviews,country
278,"This deep garnet-colored wine proffers fragrances of black cherry and dark plum with a flourish of green pepper. It is smooth on the palate, with silky tannins and flavors of black cherry, raspberry, Mediterranean herbs and licorice. A mélange of bright berries and smoky spice permeates the sleek finish.",93,25.0,Bordeaux-style Red Blend,Israel,best reviews,country
279,"Dark ruby in color, this wine has a bouquet of black cherry, lavender and juniper berry. It offers pleasure from first sip through the fruit filled, smoky finish, with velvety tannins and flavors of cassis, black plum, espresso, chocolate and a hint of green pepper.",93,30.0,Red Blend,Israel,best reviews,country
280,"Aromas of black cherry, espresso bean and white chocolate tease the palate in this Moroccan blend of 60% Cabernet Sauvignon, 30% Merlot and 10% Syrah. Brightness reigns despite powerful tannins, and flavors of black cherry, rhubarb, jalapeño, coriander seed, vanilla and citrus zest are a pleasure on the tongue.",93,18.0,Red Blend,Morocco,best reviews,country
281,"Forest fruits and warming spices lead this elegant red blend. The palate offers cherry and red currant flavors mingling with black pepper, cinnamon and clove. The wine has a brisk mineral edge that keeps it balanced and great for food. A wine with poise that will age.",92,22.0,Red Blend,Greece,best reviews,country
282,"Aromas of black cherry, brambly berry, violet and oregano give way to sophisticated flavors of dark fruit, spice and leather. This nicely balanced Syrah offers harmonious tannins, with just a touch of grippiness, leading to a smooth, somewhat savory finish.",92,38.0,Syrah,Turkey,best reviews,country
283,"A world-class wine regardless of origin, this Cabernet Sauvignon, Merlot, Tempranillo and Zinfandel blend is as full as they come, with alluring black cherry, cola and graphite aromas. The mouthfeel is smooth and rich, with a wave of cola, molasses and chocolate along with black cherry and blackberry. Sweet, dark, smoky and long on the finish. Drink now–2014.",92,54.0,Red Blend,Mexico,best reviews,country
284,"Aromas of blackberry, strawberry and chocolate open for flavors of blackberry, Red Delicious apple peel, aniseed and vanilla. This wine is harmonious on the palate with understated tannins and breakthrough notes of summer peach on the finish.",92,50.0,Rhône-style Red Blend,,best reviews,country
285,"This mouthwatering blend starts with a nose of fresh mint, pineapple and mango, followed by flavors of orange peel, peach and lemon. Fresh and fruity with a mineral backbone, the wine finishes on an earthy spin. Pair with grilled sardines or poultry dishes.",92,28.0,White Blend,,best reviews,country
286,"This has ebullient aromas of cherry blossom, grapefruit and yuzu peel. Structurally complex, this has concentrated flavors of sour plum and pink grapefruit. It's brisk with acidity, and there's a lavish minerality that lingers long on the finish.",92,50.0,White Blend,Slovenia,best reviews,country
287,"This late harvest Sauvignon Blanc is honey gold in color, with tantalizing aromas of honeysuckle, white flowers and lanolin. It is generous on the palate, with flavors of apricot and tinned peaches supported by floral notes. Its sweetness is enhanced by a pleasing level of acidity on the finish.",92,28.0,Sauvignon Blanc,Romania,best reviews,country
288,"Winemaker: Gordon Newton Johnson. This is such a pretty and elegant Pinot, certainly not what most would expect from a ""New World"" wine region. It expresses the masterful balance that South African Pinot can achieve in the New World style of ripe red-fruit character with the Old World finesse of bright acidity and an earthy, forest-floor dominance. Pressed floral tones are partnered with notes of red cherry, cola spice and sous bois throughout. Silky and smooth, it offers soft, fine tannins that somehow still manage to provide a present structure for overall balance and harmony. Drink now–2023.",92,,Pinot Noir,,best reviews,country
289,"This Merlot from one of Greece's most exciting producers offers aromas of plum, black cherry and vanilla on the nose, followed by smooth, integrated flavors of black fruit, cinnamon, pepper and a spin of mint on the finish. Layered and elegant, with good acidity for food pairing.",92,59.0,Merlot,Greece,best reviews,country
290,"This Bulgarian red blend is produced under the supervision of flying winemaker Michele Rolland. It consists of 60% Merlot, 25% Cabernet Sauvignon and 15% Cabernet Franc. It has aromas of black raspberry, black plum and a touch of graphite. In the mouth, there are flavors of dark cherry, blackberry and pomegranate with chewy tannins and a pleasantly tart finish.",91,30.0,Bordeaux-style Red Blend,Bulgaria,best reviews,country
291,"Aromas of red fruit, vanilla and cigarbox start this Cabernet Sauvignon from Greece. Its flavors are rich but balanced—cinnamon, cedar, cherry and savory spice—and the wine finishes clean and dry. Elegant with ageable potential.",91,24.0,Cabernet Sauvignon,Greece,best reviews,country
292,"Fragrances of cherry cola and mocha yield to flavors of eucalyptus, mocha, black cherry and strawberry. This wine is bright on entry before being joined by strong tannins. Acidity ultimately wins out, leading to a smooth, lasting finish.",91,34.0,Bordeaux-style Red Blend,Turkey,best reviews,country
293,"A black cherry hue in the glass, this blend of 70% Cabernet Sauvignon and 30% Grenache has a bouquet of ripe cherry, vanilla, toffee and chocolate. Smooth tannins are barely felt unless you linger a moment too long before the next sip. Flavors of black cherry, blackberry, toffee, eucalyptus and sage power through the lasting finish.",91,14.0,Red Blend,Morocco,best reviews,country
294,"A blend of 50% Arinarnoa, 50% Tannat and 25% Malbec, this inky, garnet-colored wine has aromas of blackberry and brambles with a touch of green bell pepper. Flavors of cherry, blackberry, oregano, black olive and coffee make for a lively mix on the palate, backed by a core of chewy tannins. The fruit-laced finish has a savory kick of Kalamata olive and thyme.",91,25.0,Red Blend,Morocco,best reviews,country
295,"Spicy oak aromas suggest sandalwood, while this Tannat blend also deals scents of plum, cherry and rose petal. A snappy palate has the right grip and balance, while generous flavors of oaky plum and berry fruits finish with firm acidity and loud barrel notes. Drink through 2021.",91,50.0,Red Blend,Uruguay,best reviews,country
296,"Aromas of cherry, blueberry and rose petal prepare the taste buds for flavors of cherry pie, vanilla custard, black pepper and Turkish delight. Tannins can feel momentarily stiff, but they are soon outweighed by bold acidity that carries into bright black cherry finish.",91,34.0,Cabernet Sauvignon,,best reviews,country
297,"Deep garnet to the eye, this Rhone-style blend has a nose of cherry and aniseed. Flavors of cherry, blueberry preserves, fennel bulb, anise and violet are set in a framework of smooth tannins that gently coats the mouth beyond the bright finish.",91,27.0,Rhône-style Red Blend,Lebanon,best reviews,country
298,"The result of a joint project between Michel Rolland and Jair Agopian, this Bulgarian Bordeaux-style blend has primary aromas of ripe blackberry, dark cherry and black plum that give way to intriguing secondary notes of saddle leather, tobacco leaf and graphite. It exhibits nice weight on the midpalate with juicy flavors of cassis, black raspberry and cherry vanilla. The tannins are firm yet velvety and there is a surprising burst of bright fruit in the finish.",91,25.0,Bordeaux-style Red Blend,Bulgaria,best reviews,country
299,Aromatic hints of tomato leaf and pea shoots make for a highly appetizing nose. The concentrated body adds lovely notions of ripe mirabelle plums and combines fulsome fruit with ample zest. The midpalate maximizes these flavors and leaves you with a very refreshing finish.,91,38.0,Sauvignon Blanc,,best reviews,country
300,"Ripe and rich, but not dull or out of whack, this smells sweet, a little soupy and densely fruity, with a cumin accent. It feels concentrated and full bodied, with black fruit flavors of roasted plum and blackberry. It's mellow, dealing brown sugar on the finish. This is a blend of Cabernet Sauvignon, Merlot and Tempranillo; drink now–2013.",91,108.0,Red Blend,Mexico,best reviews,country
301,"Ripe white fruits, Turkish delight and spice lead this complex, aromatic Chardonnay. Balanced on the palate, with layers of peach, citrus and tropical fruit, this is buoyed by fresh acidity. Suitable for fuller-bodied meals, it's also delicious on its own.",91,44.0,Chardonnay,Greece,best reviews,country
302,"Vanilla, black cherry and cinnamon on the nose lead the aromas of this exotic red. On the palate, a good red fruit and spice balance offers layers of cherry, plum and cedar. Likeable and a good introduction to Xinomavro.",91,18.0,Red Blend,Greece,best reviews,country
303,"Dark garnet in the glass, this blend of 40% Syrah, 30% Cabernet Franc and 30% Cabernet Sauvignon offers aromas of wild raspberry, brambles and geranium leaf. It offers a good balance of tannins and acidity as well as fruit and spice flavors featuring blackberry, black cherry, chocolate, coffee, fennel bulb and black pepper. Mouth-coating tannins do not overpower, but continue well into the bright, lasting finish.",91,22.0,Red Blend,Lebanon,best reviews,country
304,"Bright ruby in the glass, this wine is a blend of the Bastardo grape with indigenous varieties Saperavi and Rara Neagra. It offers a fruit-forward bouquet of cherry and blackberry. On the palate, flavors of freshly picked plum and black cherry with a touch of green pepper are sheathed in a lattice of supple tannins.",91,25.0,Red Blend,Moldova,best reviews,country
305,"Deep ruby in color, this wine offers aromas of cherry, blackberry and tobacco. Generous and round in the mouth, it has flavors of black cherry and pipe tobacco with an evenly weighted balance of velvety tannins and bright acidity.",91,55.0,Red Blend,Bulgaria,best reviews,country
306,"Pale straw in the glass, this wine has a nose of pineapple and lemon blossom with a strong dose of vanilla. It is round and full in the mouth, with rich flavors of green apple, guava and tropical fruits with a slight hint of toast that carry on through the long-lasting finish.",91,23.0,Chardonnay,Bulgaria,best reviews,country
307,"This sweet red wine shows aromas of toasted hazelnut and ripe plum on the nose. The nutty character continues to the palate, with additional tones of chamomile tea and aromatic herb.",91,50.0,Red Blend,Croatia,best reviews,country
308,"Violet red to the eye, this wine is a blend of 55% Syrah, 35% Cabernet Sauvignon and 10% Merlot. A nose of black cherry and violet prepares the palate for flavors of cassis, cherry conserves, orange zest, licorice and tobacco. Fruit and spice flavors keep each other in check amid velvety tannins. The smooth cherry finish is highlighted by touches of orange zest.",91,75.0,Red Blend,Lebanon,best reviews,country
309,"Exceptional concentration, structure and balance mark this 11-year old blend of Cab, Cinsault and Carignan that's ripe with cassis and plums and a plume of smoke, earth and barnyard funk. Tannins subdued into a powdery softness, it's elegantly textured yet full and forward with a rich, layered complexity.",91,63.0,Red Blend,Lebanon,best reviews,country
310,"Deep ruby in color, with aromas of black cherry, chocolate and sage, this blend has enticing flavors of blackberry, cherry, salted caramel and menthol. Fruit and savory tones are well integrated alongside smooth tannins, and the bright finish shows a lasting note of menthol. Fine Terroir Selections, Misa Imports.",91,20.0,Red Blend,Lebanon,best reviews,country
311,"Notes of mint and thyme add savory tones to bright, pristine flavors of cassis and black cherry in this blend of Merlot, Pinot Noir and Cabernet Sauvignon. Structured and full bodied, this has warm oak tones and striking acidity. It's delicious now, but it should continue to develop over the next five years.",91,50.0,Red Blend,Slovenia,best reviews,country
312,"A rich, heady bouquet offers aromas of blackberry, sandalwood, prune and coconut. The palate is tightly layered, displaying a firm grip along with woody blackberry, spice, tea and herbal flavors. The well-built finish is muscular through the final note. This blend of Tannat, Merlot and Tempranillo resembles a modern Rioja. Drink through 2022.",91,60.0,Red Blend,Uruguay,best reviews,country
313,"Sure to please any wine-geek, this orange wine is a blend of seven grapes including Sauvignon Blanc, Vermentino, Reisling Italica, Glera, Fruilano, Pinot Gris and Pinot Blanc. It's aged for three years in large wooden vats and has aromas of dried nectarine, dried peach, apricot and freshly ground black pepper that lead to luscious flavors of apricot nectar and honeycomb.",90,41.0,White Blend,Croatia,best reviews,country
314,"A blend of Merlot, Cabernet Sauvignon, Bogazkere and Syrah, this wine has aromas of eucalyptus, blackberry, tobacco and clove. Flavors of mixed berry pie, eucalyptus and tobacco leaf are encased in a web of powerful tannins. The smooth finish keeps on going, with just the right touch of acidity on the palate.",90,24.0,Red Blend,Turkey,best reviews,country
315,"A heady aroma of cherry, coffee and clove with a whiff of mint paves the way for luscious flavors of raspberry, pomegranate and eucalyptus. This wine is silky in the mouth, with a fleeting impression of pomegranate and mint at the soft finish.",90,15.0,Red Blend,Bulgaria,best reviews,country
316,"Made with 83% Cabernet Sauvignon and 12% Merlot accompanied by 5% of the indigenous variety Feteasca Neagra, this wine offers a fruit-heavy bouquet of black cherry and damson plum. Dark plum and height of summer cherry flavors continue on the palate, aided by a refined note of graphite. A fine network of velvety tannins retreat as a splash of brightness makes its appearance on the finish.",90,58.0,Red Blend,Romania,best reviews,country
317,"This Cabernet blend is one of Baja's best reds. Cured meat, dry spice and brandied berry aromas lead to an elegant (by Baja standards) palate with herbal hints, plenty of spice, solid cherry and berry flavors, and modest tannins. This wine has guts and delivers the goods; contains 18% Merlot and 10% Petit Verdot. Drink through 2020.",90,56.0,Red Blend,Mexico,best reviews,country
318,"Aromas of freshly mowed grass, lemon pith, and lemon grass open for mineral-driven flavors of Bartlett pear, lemon juice and green apple in the midpalate.",90,12.0,Sauvignon Blanc,Slovenia,best reviews,country
319,"This golden colored ice wine is made from Riesling and has aromas of honeydew melon, apple, peach and honeysuckle blossoms. In the mouth, there are flavors of apricot, cantaloupe and white peach with a nice level of acidity to balance the sweet finish.",90,23.0,Riesling,Moldova,best reviews,country
320,"A bouquet of cherry, white chocolate and juniper berry sets the stage for flavors of raspberry, blackberry, blueberry pie and baking spices. It is smooth in the mouth, with a sense of soft sweetness that is neither overpowering nor cloying, bolstered by a pervasive backbone of acidity.",90,20.0,Red Blend,Georgia,best reviews,country
321,"Intoxicating on the nose with aromas of raspberry, cherry and violet, this is a powerfully structured, Pinot Noir that balances brawn with delicate mineral and herb notes. Bright and juicy, this has a red cherry flavor that lingers long on the finish.",90,,Pinot Noir,Slovenia,best reviews,country
322,"Like all of Movia's red wines, the Modri Ceglo is herbaceous on the nose and palate, with hints of menthol and bramble adding complexity to the crisp red-fruit flavors. The palate is ripe, silken and elegantly structured, with brisk acidity and whispers of graphite, soy and brine that linger long on the finish.",90,40.0,Pinot Noir,Slovenia,best reviews,country
323,"This amber-colored wine has a perfumed nose of apricot marmalade and marzipan. It is bright on entry, followed by a sophisticated sense of chalkiness with intense flavors of peach, nectarine, brioche, guava and honeysuckle. Flashes of brightness on the finish dissipate the firm tannins on the palate.",90,17.0,White Blend,Georgia,best reviews,country
324,"The bouquet of this wine shows condensed fruit notes of green apple and lemon pith, with a slight nuance of vanilla on the nose. Full bodied and creamy on the palate, it exhibits balanced acidity on the finish.",90,21.0,White Blend,Switzerland,best reviews,country
325,"Aromas of pink grapefruit, grass and coriander seed open the palate of this wine. Passion fruit, apricot, green apple and freshly chopped parsley mark the palate, with a touch of iodine on the finish.",90,12.0,Sauvignon Blanc,India,best reviews,country
326,"Earthy, dusty, slightly cheesy plum and cassis aromas come with a floral note. This Tannat-led blend feels plummy and healthy, with direct acidity. Blackberry, plum and fig flavors finish smooth and chocolaty, with residual berry fruit. Drink through 2019.",90,20.0,Red Blend,Uruguay,best reviews,country
327,"Crafted from 50% Chardonnay, 45% Pinot Gris and 5% Pinot Blanc, this straw-colored wine offers aromas of lemongrass and almond blossom. It is balanced in the mouth, with flavors of tropical fruit, pineapple and understated flowers.",90,38.0,White Blend,Moldova,best reviews,country
328,"Made from 70% Cabernet Sauvignon, 25% Saperavi and 5% Rara Neagra, this wine has a nose of leather, cherry, black raspberry, fig and black plum. Flavors of fresh fig, spice and black plum slowly dissipate on the enduring finish.",90,38.0,Red Blend,Moldova,best reviews,country
329,"This mature Bordeaux-style blend is earthy on the nose, with tobacco, clay and loamy berry aromas. Despite its age, the palate is still showing red-fruit acidity matched against ripeness and weight. A mix of dried berry, tomato, tobacco, spice and salty flavors finish loamy and smooth. Drink now.",90,45.0,Red Blend,Uruguay,best reviews,country
330,"Deep garnet to the eye, this wine offers a nose of black cherry, cassis and butterscotch. It is a soft and easy-drinking red, with flavors of tart cherry, cranberry, white chocolate and pencil lead. Surprisingly deft tannins float on the palate into a bright pomegranate finish.",90,18.0,Syrah,Morocco,best reviews,country
331,"Aromas of lemon custard and pineapple are well-balanced in this blend of 50% Chardonnay, 45% Pinot Gris and 5% Pinot Blanc and the desert-them doesn't stop, as this white offers the palate a medley of crème brûlée, vanilla bean and lemon meringue pie.",90,32.0,White Blend,Moldova,best reviews,country
332,"Deep ruby to the eye, this blend of Öküzgözü and Bogazkere has a heady aroma of cassis and baking spices. It opens with a volley of acidity backed by solid tannins. Flavors of cherry, cassis, anisette and black pepper with a touch of rose are set in a web of long-lasting tannins. A touch of tartness on the finish keeps the tannins from stealing the entire show.",90,16.0,Red Blend,Turkey,best reviews,country
333,"Aromas of cherry, raspberry and buttered toast set the scene for a wine whose flavors of Bing cherry, custard, clove and fennel are bright on entry before pleasantly washing across the side palate. Unified fruit and spice flavors endure on the taste buds into the smooth, drawn out finish.",90,39.0,Cabernet Sauvignon,Turkey,best reviews,country
334,"Deep ruby red to the eye, this red wine has a nose of cherry, pomegranate and lemon peel. It comes on bright, offering flavors of cherry, peach, eucalyptus, rose petal and pencil lead. Velvety tannins coat the palate into a finish that is a luscious mélange of cherry and orange zest with a touch of mint.",90,18.0,Syrah,Morocco,best reviews,country
335,"Aromas of tea, tomato and Chinese spices accent lightweight cherry and currant notes. This is elegant and fresh, with good balance and more than enough oak character. Spicy flavors of nutmeg accent plum and red-berry flavors prior to a long dry finish. This is classy and complex; drink through 2018.",90,30.0,Pinot Noir,Uruguay,best reviews,country
336,"Made from 60% Cabernet Sauvignon and 40% Feteasca Neagra, this wine has a bright nose of black cherry and dark plum with just a whiff of mint. Flavors of blackberry and plum are joined in the mouth by a sophisticated touch of tobacco leaf that recedes with the arrival of the zesty finish.",89,20.0,Red Blend,Romania,best reviews,country
337,"This wine is a blend of 40% Merlot, 35% Feteasca Neagra and 25% Cabernet Sauvignon. The bouquet is an intricate jumble of saddle leather, cigar box, black plum and spice that girds the taste buds for spice-heavy flavors of mace, anise and clove with a firm backing of tart cherry.",89,28.0,Red Blend,Romania,best reviews,country
338,"Aromas of toasted nut, vanilla nougat, orange, spice and lemon lead this sophisticated sip from Loel. On the palate, spice, smoke, nut and citrus flavors intermingle in an elegant but assertive package. This is an appealing and historic treat.",89,17.0,Red Blend,Cyprus,best reviews,country
339,"White flowers, eucalyptus and a slight whiff of petrol greet the nose. In the mouth, it is all about green olive, white peach and green apple. The finish is soft and elegant.",89,20.0,Riesling,Serbia,best reviews,country
340,"This wine has a bouquet of tart cherry with a whiff of petrol. Soft in the mouth, it has flavors of slightly tangy cherry cobbler, cinnamon and nutmeg, with a balanced, persistent finish.",89,160.0,Pinot Noir,Switzerland,best reviews,country
341,"This non vintage white blend is composed of 50% Auxerrois, 40% Pinot Blanc, and 10% Pinot Gris. It has green apple and lemon pith aromas, lemon curd, apple juice and pastry flavors and a creamy finish.",89,16.0,White Blend,Luxembourg,best reviews,country
342,"A nose of cut herbs and just-mown grass backed by notes of white peach barely prepares the taste buds for full-on citrus flavors of lemon, grapefruit and orange peel. It is bright and zesty on the palate, and the finish offers an unexpected but pleasant jolt of eucalyptus.",89,12.0,Sauvignon Blanc,India,best reviews,country
343,"Dusty white-fruit aromas are mild and slightly floral. This 100% Chardonnay is sturdy on the palate but a bit foamy. Aged, yeasty flavors of white bread and white fruits are steady on a bready tasting finish.",89,45.0,Chardonnay,Brazil,best reviews,country
344,"This sparkling wine has vanilla bean, freshly baked brioche, Granny Smith apple and Bartlett pear aromas. It has a very nice mousse and flakey pie crust, lemon zest and pear flavors.",89,26.0,Sparkling Blend,Luxembourg,best reviews,country
345,"This red blend of 34% Babic, 33% Plavina and 33% Lasin has delightful aromas of tart cherry pie fresh out of the oven. There's lots of bright fruit and fresh acidity in the finish.",89,20.0,Red Blend,Croatia,best reviews,country
346,"Made from 60% Prokupac and 40% Cabernet Sauvignon, this Serbian red blend has warm aromas of brown spices, worn saddle leather, black pepper and red fruits. It's bold on the palate, with flavors of cranberry, spice and pomegranate.",89,42.0,Red Blend,Serbia,best reviews,country
347,"This red blend has a nose of fresh cherry, red plum and clove. In the mouth, it offers a combination of fruit and spice flavors featuring anise, black plum, Chinese five spice, and black cherry. There is a burst of still-youthful acidity on the finish, but this should be drunk within the next year or two.",89,45.0,Red Blend,Czech Republic,best reviews,country
348,"A blend of 60% Prokupac and 40% Cabernet Sauvignon this Serbian wine smells of red cherry and blackberry. It is full bodied, while tasting of black cherry and blackberry. The finish is fruit filled with a touch of leather.",89,40.0,Red Blend,Serbia,best reviews,country
349,"Stony polished white-fruit aromas are lean and clean. This brut nature shows modest heft as it expands on the palate, but mostly this is racy and fit. Yeasty flavors of white pepper and lime finish with a leesy note and stoniness.",89,36.0,Sparkling Blend,Brazil,best reviews,country
350,"A blend of two indigenous Georgian grapes, this wine offers aromas of citrus zest and rose petal. It is soft in the mouth, with flavors of apple, white peach, lemon and rose, capped by a smooth apricot finish.",89,14.0,White Blend,Georgia,best reviews,country
351,"Kuwal is a Tempranillo-led blend that's ripe and structured. Cassis, plum and toasty aromas are heady and introduce a big, ripe palate with round tannins, harmony and flavors of coffee, chocolate, spice and blackberry. To no surprise, it finishes jammy and rich. Drink through 2017.",89,31.0,Red Blend,Mexico,best reviews,country
352,"This wine is cherry red with soft brown tinges, offering a nose of cherry with notes of summer farmstand. The predominant flavor is of tart cherry, interlaced with hints of red raspberry and bell pepper.",89,160.0,Pinot Noir,Switzerland,best reviews,country
353,"Delicate yet beguiling, with aromas of violets, ripe pomegranates and granite, there's an Old World elegance that sets this Romanian Pinot Noir apart. The palate is concentrated, with crisp red cherry and plum flavors, but keenly balanced by brisk acidity and soft, finely-grained tannins. Structured and refined with a medium long finish.",89,20.0,Pinot Noir,Romania,best reviews,country
354,"Pear, apple and wet-stone aromas are tight, while this blend of Chardonnay and Pinot Noir feels citrusy, high in acidity and chalky. Green apple and orange flavors finish stony and crisp.",88,36.0,Sparkling Blend,Brazil,best reviews,country
355,"While this is fiery on the nose, you also get attractive, complex aromas of baked cherry, brandied plum, leather, coffee and chocolate. The flavor profile consists of red berry, chocolaty oak and spice, and things conclude with savory, roasted flavors cut by lasting acidity. This is a powerful, tannic yet sophisticated Nebbiolo that should improve with more time in the bottle.",88,27.0,Nebbiolo,Mexico,best reviews,country
356,"This has aromas of white flowers, especially honeysuckle, and flavors of lemon custard, guava and lemon rind. The finish is rounded yet crisp.",88,9.0,Riesling,Ukraine,best reviews,country
357,This semisweet sparkling wine has vanilla bean and orange sorbet aromas. It has a good level of bubbles and marzipan and sweet tropical fruit flavors that persist into the finish.,88,30.0,Sparkling Blend,Luxembourg,best reviews,country
358,"Cherry, plum and earth aromas form a sound bouquet. This Merlot is full, round and well balanced. Flavors of black fruits are helped along by integrated spice and earth tones, while the finish shows ripeness and a smooth texture.",88,15.0,Merlot,Brazil,best reviews,country
359,"Fleshy peach, spice and citrus lead on this fresh, fun white from Cyprus, which displays good balance of refreshing summer fruit and minerals with an underpinning of honeyed softness. Versatile and easygoing, this will pair well with grilled fish and poultry.",88,14.0,White Blend,Cyprus,best reviews,country
360,"This Riesling has white floral and lemon zest aromas and lemon pith and grapefruit flavors. It's nicely balanced, with a pleasantly tart finish.",88,23.0,Riesling,Luxembourg,best reviews,country
